"","exp","wks","occ","ind","south","smsa","ms","fem","union","ed","blk","lwage","id","t","tdum1","tdum2","tdum3","tdum4","tdum5","tdum6","tdum7","exp2"
"2580",5,49,1,0,0,1,1,0,1,14,0,6.88244009017944,369,4,0,0,0,1,0,0,0,25
"2581",6,50,1,0,0,1,1,0,1,14,0,6.95655012130737,369,5,0,0,0,0,1,0,0,36
"2582",7,49,1,0,0,1,1,0,1,14,0,7.04752016067505,369,6,0,0,0,0,0,1,0,49
"2583",8,48,1,0,0,1,1,0,1,14,0,7.13089990615845,369,7,0,0,0,0,0,0,1,64
"2584",9,49,0,0,0,1,1,0,1,12,0,6.60259008407593,370,1,1,0,0,0,0,0,0,81
"2585",10,49,0,0,0,1,1,0,1,12,0,6.6240701675415,370,2,0,1,0,0,0,0,0,100
"2586",11,49,0,0,0,1,1,0,1,12,0,6.71538019180298,370,3,0,0,1,0,0,0,0,121
"2587",12,49,0,0,0,1,1,0,1,12,0,6.84267997741699,370,4,0,0,0,1,0,0,0,144
"2588",13,47,0,0,0,1,1,0,1,12,0,7.02553987503052,370,5,0,0,0,0,1,0,0,169
"2589",14,48,0,0,0,1,1,0,1,12,0,7.22329998016357,370,6,0,0,0,0,0,1,0,196
"2590",15,47,0,0,0,1,1,0,1,12,0,7.09007978439331,370,7,0,0,0,0,0,0,1,225
"2591",31,46,1,0,0,1,1,0,1,10,0,6.56525993347168,371,1,1,0,0,0,0,0,0,961
"2592",32,47,1,0,0,1,1,0,1,10,0,6.65928983688354,371,2,0,1,0,0,0,0,0,1024
"2593",33,47,1,0,0,1,1,0,1,10,0,6.78783988952637,371,3,0,0,1,0,0,0,0,1089
"2594",34,47,1,0,0,1,1,0,1,10,0,6.85435009002686,371,4,0,0,0,1,0,0,0,1156
"2595",35,47,1,0,0,1,1,0,1,10,0,6.96602010726929,371,5,0,0,0,0,1,0,0,1225
"2596",36,47,1,0,0,1,1,0,1,10,0,7.15383005142212,371,6,0,0,0,0,0,1,0,1296
"2597",37,47,1,0,0,1,1,0,1,10,0,7.10905981063843,371,7,0,0,0,0,0,0,1,1369
"2598",9,49,0,0,0,1,0,1,0,16,0,6.52208995819092,372,1,1,0,0,0,0,0,0,81
"2599",10,49,0,0,0,1,0,1,0,16,0,6.5861701965332,372,2,0,1,0,0,0,0,0,100
"2600",11,47,0,0,0,1,0,1,0,16,0,6.65286016464233,372,3,0,0,1,0,0,0,0,121
"2601",12,48,0,0,0,1,0,1,0,16,0,6.65286016464233,372,4,0,0,0,1,0,0,0,144
"2602",13,48,0,0,0,1,0,1,0,16,0,6.77764987945557,372,5,0,0,0,0,1,0,0,169
"2603",14,47,0,0,0,1,0,1,0,16,0,6.80239009857178,372,6,0,0,0,0,0,1,0,196
"2604",15,48,0,0,0,1,0,1,0,16,0,6.93049001693726,372,7,0,0,0,0,0,0,1,225
"2605",16,47,0,0,1,1,0,1,0,11,1,6.0567798614502,373,1,1,0,0,0,0,0,0,256
"2606",17,50,0,0,1,1,0,1,0,11,1,6.23440980911255,373,2,0,1,0,0,0,0,0,289
"2607",18,50,0,0,1,1,0,1,0,11,1,6.39693021774292,373,3,0,0,1,0,0,0,0,324
"2608",19,50,0,0,1,1,0,1,0,11,1,6.39859008789062,373,4,0,0,0,1,0,0,0,361
"2609",20,50,0,0,1,1,0,1,0,11,1,6.39693021774292,373,5,0,0,0,0,1,0,0,400
"2610",21,49,0,0,1,1,0,1,0,11,1,6.39693021774292,373,6,0,0,0,0,0,1,0,441
"2611",22,47,0,0,1,1,0,1,0,11,1,6.47697019577026,373,7,0,0,0,0,0,0,1,484
"2612",13,50,1,0,0,0,1,0,0,9,0,5.76832008361816,374,1,1,0,0,0,0,0,0,169
"2613",14,50,1,0,0,0,1,0,0,9,0,5.85793018341064,374,2,0,1,0,0,0,0,0,196
"2614",15,49,1,0,0,0,1,0,0,9,0,6.03786993026733,374,3,0,0,1,0,0,0,0,225
"2615",16,50,1,0,0,0,1,0,0,9,0,6.10701990127563,374,4,0,0,0,1,0,0,0,256
"2616",17,50,1,0,0,0,1,0,0,9,0,6.17378997802734,374,5,0,0,0,0,1,0,0,289
"2617",18,50,1,0,0,0,1,0,0,9,0,6.23245000839233,374,6,0,0,0,0,0,1,0,324
"2618",19,49,1,0,0,0,1,0,0,9,0,6.26719999313354,374,7,0,0,0,0,0,0,1,361
"2619",20,46,1,0,1,1,0,1,1,11,1,5.68357992172241,375,1,1,0,0,0,0,0,0,400
"2620",21,45,1,0,1,1,0,1,1,11,1,5.73333978652954,375,2,0,1,0,0,0,0,0,441
"2621",22,41,1,0,1,1,0,1,1,11,1,5.88609981536865,375,3,0,0,1,0,0,0,0,484
"2622",23,40,1,0,1,1,0,1,0,11,1,5.9454197883606,375,4,0,0,0,1,0,0,0,529
"2623",24,38,1,0,1,1,0,1,1,11,1,6.01372003555298,375,5,0,0,0,0,1,0,0,576
"2624",25,42,0,0,1,1,0,1,0,11,1,6.02344989776611,375,6,0,0,0,0,0,1,0,625
"2625",26,36,0,0,1,1,0,1,0,11,1,6.10701990127563,375,7,0,0,0,0,0,0,1,676
"2626",27,47,0,0,0,0,1,0,0,12,0,6.4922399520874,376,1,1,0,0,0,0,0,0,729
"2627",28,48,0,0,0,0,1,0,0,12,0,6.55108022689819,376,2,0,1,0,0,0,0,0,784
"2628",29,48,0,0,0,0,1,0,0,12,0,6.60664987564087,376,3,0,0,1,0,0,0,0,841
"2629",30,48,0,0,0,0,1,0,0,12,0,6.68460988998413,376,4,0,0,0,1,0,0,0,900
"2630",31,47,0,0,0,0,1,0,0,12,0,6.74524021148682,376,5,0,0,0,0,1,0,0,961
"2631",32,49,1,0,0,0,1,0,0,12,0,6.80239009857178,376,6,0,0,0,0,0,1,0,1024
"2632",33,47,0,0,0,0,1,0,0,12,0,6.8564600944519,376,7,0,0,0,0,0,0,1,1089
"2633",21,50,0,0,1,1,1,0,0,12,0,6.82979011535645,377,1,1,0,0,0,0,0,0,441
"2634",22,50,0,0,1,1,1,0,0,12,0,6.90574979782104,377,2,0,1,0,0,0,0,0,484
"2635",23,49,0,0,1,1,1,0,0,12,0,6.90776014328003,377,3,0,0,1,0,0,0,0,529
"2636",24,50,0,0,1,1,1,0,0,12,0,7.04752016067505,377,4,0,0,0,1,0,0,0,576
"2637",25,52,0,0,1,1,1,0,0,12,0,7.20785999298096,377,5,0,0,0,0,1,0,0,625
"2638",26,50,0,0,1,1,1,0,0,12,0,6.94986009597778,377,6,0,0,0,0,0,1,0,676
"2639",27,50,0,0,1,1,1,0,0,12,0,7.40853023529053,377,7,0,0,0,0,0,0,1,729
"2640",3,50,0,1,0,1,1,0,0,15,0,6.4922399520874,378,1,1,0,0,0,0,0,0,9
"2641",4,49,0,1,0,0,1,0,0,15,0,6.65928983688354,378,2,0,1,0,0,0,0,0,16
"2642",5,52,0,1,0,0,1,0,0,15,0,6.65673017501831,378,3,0,0,1,0,0,0,0,25
"2643",6,50,0,0,0,0,1,0,0,15,0,6.80239009857178,378,4,0,0,0,1,0,0,0,36
"2644",7,50,0,1,0,0,1,0,0,15,0,7.08170986175537,378,5,0,0,0,0,1,0,0,49
"2645",8,50,0,1,0,0,1,0,0,15,0,7.15928983688354,378,6,0,0,0,0,0,1,0,64
"2646",9,48,0,1,0,0,1,0,0,15,0,7.27239990234375,378,7,0,0,0,0,0,0,1,81
"2647",22,49,1,1,1,1,1,0,0,7,0,6.4922399520874,379,1,1,0,0,0,0,0,0,484
"2648",23,48,1,1,1,1,1,0,0,7,0,6.54391002655029,379,2,0,1,0,0,0,0,0,529
"2649",24,49,1,1,1,1,1,0,0,7,0,6.50727987289429,379,3,0,0,1,0,0,0,0,576
"2650",25,50,1,1,1,1,1,0,0,7,0,6.71538019180298,379,4,0,0,0,1,0,0,0,625
"2651",26,49,1,1,1,1,1,0,0,7,0,6.73933982849121,379,5,0,0,0,0,1,0,0,676
"2652",27,50,1,1,1,1,1,0,0,7,0,6.89264011383057,379,6,0,0,0,0,0,1,0,729
"2653",28,49,1,1,1,1,1,0,0,7,0,6.95176982879639,379,7,0,0,0,0,0,0,1,784
"2654",30,52,1,1,1,1,1,0,1,10,0,6.36302995681763,380,1,1,0,0,0,0,0,0,900
"2655",31,50,1,1,1,1,1,0,1,10,0,6.4052300453186,380,2,0,1,0,0,0,0,0,961
"2656",32,50,1,1,1,1,1,0,1,10,0,6.41345977783203,380,3,0,0,1,0,0,0,0,1024
"2657",33,50,1,1,1,1,1,0,1,10,0,6.42161989212036,380,4,0,0,0,1,0,0,0,1089
"2658",34,49,1,1,1,1,1,0,1,10,0,6.4377498626709,380,5,0,0,0,0,1,0,0,1156
"2659",35,48,1,0,1,1,1,0,1,10,0,6.62006998062134,380,6,0,0,0,0,0,1,0,1225
"2660",36,48,1,0,1,1,1,0,1,10,0,6.68460988998413,380,7,0,0,0,0,0,0,1,1296
"2661",26,48,1,1,0,1,1,0,1,11,0,6.37161016464233,381,1,1,0,0,0,0,0,0,676
"2662",27,48,1,1,0,1,1,0,1,11,0,6.41672992706299,381,2,0,1,0,0,0,0,0,729
"2663",28,48,1,1,0,1,1,0,1,11,0,6.39693021774292,381,3,0,0,1,0,0,0,0,784
"2664",29,45,1,1,0,1,1,0,1,11,0,6.55108022689819,381,4,0,0,0,1,0,0,0,841
"2665",30,47,1,1,0,1,1,0,1,11,0,6.90776014328003,381,5,0,0,0,0,1,0,0,900
"2666",31,48,1,1,0,1,1,0,1,11,0,6.80239009857178,381,6,0,0,0,0,0,1,0,961
"2667",32,47,1,1,0,1,1,0,1,11,0,6.90776014328003,381,7,0,0,0,0,0,0,1,1024
"2668",20,49,1,0,0,1,1,0,1,12,1,6.4377498626709,382,1,1,0,0,0,0,0,0,400
"2669",21,49,1,0,0,1,1,0,1,12,1,6.4377498626709,382,2,0,1,0,0,0,0,0,441
"2670",22,49,1,0,0,1,1,0,1,12,1,6.33683013916016,382,3,0,0,1,0,0,0,0,484
"2671",23,49,1,0,0,1,1,0,1,12,1,6.37672996520996,382,4,0,0,0,1,0,0,0,529
"2672",24,50,1,0,0,1,1,0,1,12,1,6.39358997344971,382,5,0,0,0,0,1,0,0,576
"2673",25,50,1,0,0,1,1,0,1,12,1,6.71538019180298,382,6,0,0,0,0,0,1,0,625
"2674",26,51,1,0,0,1,1,0,1,12,1,6.54391002655029,382,7,0,0,0,0,0,0,1,676
"2675",29,43,1,0,0,1,0,0,1,12,1,6.80239009857178,383,1,1,0,0,0,0,0,0,841
"2676",30,42,1,0,0,1,1,0,1,12,1,6.90574979782104,383,2,0,1,0,0,0,0,0,900
"2677",31,46,1,0,0,1,1,0,1,12,1,6.96602010726929,383,3,0,0,1,0,0,0,0,961
"2678",32,45,1,0,0,1,1,0,1,12,1,6.95655012130737,383,4,0,0,0,1,0,0,0,1024
"2679",33,46,1,0,0,1,1,0,1,12,1,7.09007978439331,383,5,0,0,0,0,1,0,0,1089
"2680",34,41,1,0,0,1,1,0,1,12,1,7.13089990615845,383,6,0,0,0,0,0,1,0,1156
"2681",35,43,1,0,0,1,1,0,1,12,1,6.96129989624023,383,7,0,0,0,0,0,0,1,1225
"2682",27,51,0,0,0,1,1,0,1,12,0,5.78383016586304,384,1,1,0,0,0,0,0,0,729
"2683",28,49,0,0,0,1,1,0,1,12,0,6.12248992919922,384,2,0,1,0,0,0,0,0,784
"2684",29,50,1,0,0,1,1,0,1,12,0,6.10925006866455,384,3,0,0,1,0,0,0,0,841
"2685",30,50,0,0,0,1,1,0,1,12,0,6.10925006866455,384,4,0,0,0,1,0,0,0,900
"2686",31,45,1,0,0,1,1,0,1,12,0,6.16331005096436,384,5,0,0,0,0,1,0,0,961
"2687",32,50,1,0,0,1,1,0,1,12,0,6.19235992431641,384,6,0,0,0,0,0,1,0,1024
"2688",33,49,1,0,0,1,1,0,1,12,0,6.49676990509033,384,7,0,0,0,0,0,0,1,1089
"2689",10,47,1,0,0,1,1,0,1,12,0,6.60664987564087,385,1,1,0,0,0,0,0,0,100
"2690",11,52,1,0,0,1,1,0,1,12,0,6.73339986801147,385,2,0,1,0,0,0,0,0,121
"2691",12,50,1,0,0,1,1,0,1,12,0,6.79122018814087,385,3,0,0,1,0,0,0,0,144
"2692",13,49,0,0,0,1,1,0,1,12,0,6.84588003158569,385,4,0,0,0,1,0,0,0,169
"2693",14,51,1,0,0,1,1,0,1,12,0,6.95558977127075,385,5,0,0,0,0,1,0,0,196
"2694",15,50,1,0,0,1,1,0,1,12,0,7.12286996841431,385,6,0,0,0,0,0,1,0,225
"2695",16,50,1,0,0,1,1,0,1,12,0,7.16549015045166,385,7,0,0,0,0,0,0,1,256
"2696",17,49,0,0,1,1,1,0,0,14,0,6.90574979782104,386,1,1,0,0,0,0,0,0,289
"2697",18,49,0,0,1,1,1,0,0,14,0,6.90574979782104,386,2,0,1,0,0,0,0,0,324
"2698",19,49,0,0,1,1,1,0,0,14,0,7.26192998886108,386,3,0,0,1,0,0,0,0,361
"2699",20,49,0,0,1,1,1,0,0,14,0,7.27931976318359,386,4,0,0,0,1,0,0,0,400
"2700",21,50,0,0,1,1,1,0,0,14,0,7.39326000213623,386,5,0,0,0,0,1,0,0,441
"2701",22,49,0,0,1,1,1,0,0,14,0,7.35946989059448,386,6,0,0,0,0,0,1,0,484
"2702",23,49,0,0,1,0,1,0,0,14,0,7.8632698059082,386,7,0,0,0,0,0,0,1,529
"2703",6,46,1,1,1,1,1,0,0,17,0,6.56525993347168,387,1,1,0,0,0,0,0,0,36
"2704",7,49,1,1,1,1,1,0,0,17,0,6.55108022689819,387,2,0,1,0,0,0,0,0,49
"2705",8,52,1,1,1,1,1,0,0,17,0,6.63331985473633,387,3,0,0,1,0,0,0,0,64
"2706",9,49,1,1,1,1,1,0,0,17,0,6.61606979370117,387,4,0,0,0,1,0,0,0,81
"2707",10,49,1,1,1,1,1,0,0,17,0,6.80460977554321,387,5,0,0,0,0,1,0,0,100
"2708",11,50,1,1,1,1,1,0,0,17,0,6.90776014328003,387,6,0,0,0,0,0,1,0,121
"2709",12,51,1,1,1,1,1,0,0,17,0,7.18538999557495,387,7,0,0,0,0,0,0,1,144
"2710",34,44,0,0,1,1,1,0,0,14,0,6.80239009857178,388,1,1,0,0,0,0,0,0,1156
"2711",35,45,0,0,1,1,1,0,0,14,0,6.90574979782104,388,2,0,1,0,0,0,0,0,1225
"2712",36,44,0,0,1,1,1,0,0,14,0,7.09007978439331,388,3,0,0,1,0,0,0,0,1296
"2713",37,46,0,0,1,1,1,0,0,14,0,7.13089990615845,388,4,0,0,0,1,0,0,0,1369
"2714",38,45,0,0,1,1,1,0,0,14,0,7.24422979354858,388,5,0,0,0,0,1,0,0,1444
"2715",39,43,0,0,1,1,1,0,0,14,0,7.31322002410889,388,6,0,0,0,0,0,1,0,1521
"2716",40,43,0,0,1,1,1,0,0,14,0,7.31322002410889,388,7,0,0,0,0,0,0,1,1600
"2717",21,39,1,0,1,1,1,0,1,14,0,6.90574979782104,389,1,1,0,0,0,0,0,0,441
"2718",22,52,1,0,0,1,1,0,1,14,0,6.90574979782104,389,2,0,1,0,0,0,0,0,484
"2719",23,52,1,0,0,1,0,0,1,14,0,7.11150979995728,389,3,0,0,1,0,0,0,0,529
"2720",24,48,1,0,0,1,0,0,1,14,0,7.27169990539551,389,4,0,0,0,1,0,0,0,576
"2721",25,52,1,0,0,1,0,0,1,14,0,7.33889007568359,389,5,0,0,0,0,1,0,0,625
"2722",26,50,1,0,0,1,0,0,1,14,0,7.34601020812988,389,6,0,0,0,0,0,1,0,676
"2723",27,50,1,0,0,1,0,0,1,14,0,7.59287023544312,389,7,0,0,0,0,0,0,1,729
"2724",30,48,1,0,1,1,1,0,0,11,0,6.74759006500244,390,1,1,0,0,0,0,0,0,900
"2725",31,47,1,0,1,1,1,0,0,11,0,6.84267997741699,390,2,0,1,0,0,0,0,0,961
"2726",32,46,1,0,1,1,1,0,0,11,0,6.93731021881104,390,3,0,0,1,0,0,0,0,1024
"2727",33,47,1,0,1,1,1,0,0,11,0,7.03878021240234,390,4,0,0,0,1,0,0,0,1089
"2728",34,47,1,0,1,1,1,0,0,11,0,7.13089990615845,390,5,0,0,0,0,1,0,0,1156
"2729",35,47,1,0,1,1,1,0,0,11,0,7.22621011734009,390,6,0,0,0,0,0,1,0,1225
"2730",36,46,1,0,1,1,1,0,0,11,0,7.32317018508911,390,7,0,0,0,0,0,0,1,1296
"2731",35,52,1,1,1,1,1,0,1,9,0,6.29526996612549,391,1,1,0,0,0,0,0,0,1225
"2732",36,51,1,1,1,1,1,0,1,9,0,6.45046997070312,391,2,0,1,0,0,0,0,0,1296
"2733",37,51,0,1,1,1,1,0,0,9,0,6.39192008972168,391,3,0,0,1,0,0,0,0,1369
"2734",38,48,0,1,1,1,1,0,0,9,0,6.57785987854004,391,4,0,0,0,1,0,0,0,1444
"2735",39,48,0,1,1,1,1,0,0,9,0,6.56102991104126,391,5,0,0,0,0,1,0,0,1521
"2736",40,48,0,1,1,0,1,0,0,9,0,6.59714984893799,391,6,0,0,0,0,0,1,0,1600
"2737",41,47,0,1,1,0,1,0,0,9,0,6.65673017501831,391,7,0,0,0,0,0,0,1,1681
"2738",17,48,0,0,1,1,1,0,0,16,0,6.35957002639771,392,1,1,0,0,0,0,0,0,289
"2739",18,50,0,0,1,1,1,0,0,16,0,6.39693021774292,392,2,0,1,0,0,0,0,0,324
"2740",19,50,0,0,1,1,1,0,0,16,0,6.47697019577026,392,3,0,0,1,0,0,0,0,361
"2741",20,49,0,0,1,1,1,0,0,16,0,6.08677005767822,392,4,0,0,0,1,0,0,0,400
"2742",21,45,0,0,1,1,1,0,0,16,0,6.65928983688354,392,5,0,0,0,0,1,0,0,441
"2743",22,51,0,0,1,1,1,0,0,16,0,6.79122018814087,392,6,0,0,0,0,0,1,0,484
"2744",23,25,0,0,1,1,1,0,0,16,0,6.8405499458313,392,7,0,0,0,0,0,0,1,529
"2745",15,48,1,1,0,0,1,0,1,12,0,6.44412994384766,393,1,1,0,0,0,0,0,0,225
"2746",16,44,1,1,0,0,1,0,1,12,0,6.56807994842529,393,2,0,1,0,0,0,0,0,256
"2747",17,48,1,1,0,0,1,0,1,12,0,6.63463020324707,393,3,0,0,1,0,0,0,0,289
"2748",18,46,1,1,0,0,1,0,1,12,0,6.73339986801147,393,4,0,0,0,1,0,0,0,324
"2749",19,48,1,1,0,0,1,0,1,12,0,6.83410978317261,393,5,0,0,0,0,1,0,0,361
"2750",20,48,1,1,0,0,1,0,1,12,0,6.93536996841431,393,6,0,0,0,0,0,1,0,400
"2751",21,46,1,1,0,0,1,0,1,12,0,7.01661014556885,393,7,0,0,0,0,0,0,1,441
"2752",3,49,1,0,1,0,1,0,0,12,1,6.21461009979248,394,1,1,0,0,0,0,0,0,9
"2753",4,50,1,0,1,0,1,0,0,12,1,6.21461009979248,394,2,0,1,0,0,0,0,0,16
"2754",5,50,1,0,1,0,1,0,0,12,1,6.41345977783203,394,3,0,0,1,0,0,0,0,25
"2755",6,50,1,0,1,0,1,0,0,12,1,6.50727987289429,394,4,0,0,0,1,0,0,0,36
"2756",7,50,1,0,1,0,1,0,0,12,1,6.69703006744385,394,5,0,0,0,0,1,0,0,49
"2757",8,50,1,0,1,0,1,0,0,12,1,6.69703006744385,394,6,0,0,0,0,0,1,0,64
"2758",9,50,1,0,1,0,1,0,0,12,1,6.77421998977661,394,7,0,0,0,0,0,0,1,81
"2759",32,48,1,1,0,0,1,0,1,7,0,6.05912017822266,395,1,1,0,0,0,0,0,0,1024
"2760",33,49,1,1,0,0,1,0,1,7,0,6.11147022247314,395,2,0,1,0,0,0,0,0,1089
"2761",34,31,1,1,0,0,1,0,1,7,0,6.27288007736206,395,3,0,0,1,0,0,0,0,1156
"2762",35,48,1,1,0,0,1,0,1,7,0,6.3117299079895,395,4,0,0,0,1,0,0,0,1225
"2763",36,44,1,1,0,0,1,0,1,7,0,6.41836023330688,395,5,0,0,0,0,1,0,0,1296
"2764",37,45,1,1,0,0,1,0,1,7,0,6.5792498588562,395,6,0,0,0,0,0,1,0,1369
"2765",38,50,1,1,0,0,1,0,1,7,0,6.66058015823364,395,7,0,0,0,0,0,0,1,1444
"2766",10,45,1,1,0,0,1,0,0,12,0,6.05209016799927,396,1,1,0,0,0,0,0,0,100
"2767",11,47,1,1,0,0,1,0,0,12,0,6.10925006866455,396,2,0,1,0,0,0,0,0,121
"2768",12,48,1,1,0,0,0,0,0,12,0,6.21461009979248,396,3,0,0,1,0,0,0,0,144
"2769",13,49,1,1,0,0,0,0,0,12,0,6.30991983413696,396,4,0,0,0,1,0,0,0,169
"2770",14,45,1,0,0,0,0,0,0,12,0,6.55108022689819,396,5,0,0,0,0,1,0,0,196
"2771",15,50,1,0,0,0,1,0,0,12,0,6.55108022689819,396,6,0,0,0,0,0,1,0,225
"2772",16,52,1,0,0,0,1,0,0,12,0,6.62006998062134,396,7,0,0,0,0,0,0,1,256
"2773",3,49,0,0,1,1,0,0,0,17,0,6.77992010116577,397,1,1,0,0,0,0,0,0,9
"2774",4,51,0,0,1,1,0,0,0,17,0,6.86693000793457,397,2,0,1,0,0,0,0,0,16
"2775",5,50,0,0,1,1,0,0,0,17,0,6.89769983291626,397,3,0,0,1,0,0,0,0,25
"2776",6,50,0,0,1,1,1,0,0,17,0,6.96885013580322,397,4,0,0,0,1,0,0,0,36
"2777",7,50,0,0,1,1,1,0,0,17,0,7.05876016616821,397,5,0,0,0,0,1,0,0,49
"2778",8,51,0,0,1,1,1,0,0,17,0,7.13089990615845,397,6,0,0,0,0,0,1,0,64
"2779",9,49,0,0,1,1,1,0,0,17,0,6.98472023010254,397,7,0,0,0,0,0,0,1,81
"2780",13,49,0,1,0,1,1,0,0,16,0,6.53669023513794,398,1,1,0,0,0,0,0,0,169
"2781",14,48,0,1,0,1,1,0,0,16,0,6.65928983688354,398,2,0,1,0,0,0,0,0,196
"2782",15,49,0,1,0,1,1,0,0,16,0,6.79122018814087,398,3,0,0,1,0,0,0,0,225
"2783",16,46,0,1,0,1,1,0,0,16,0,6.88754987716675,398,4,0,0,0,1,0,0,0,256
"2784",17,47,0,1,0,1,1,0,0,16,0,6.98472023010254,398,5,0,0,0,0,1,0,0,289
"2785",18,48,0,1,0,1,1,0,0,16,0,7.09007978439331,398,6,0,0,0,0,0,1,0,324
"2786",19,47,0,1,0,1,1,0,0,16,0,7.24422979354858,398,7,0,0,0,0,0,0,1,361
"2787",31,42,1,1,0,1,1,0,1,6,1,6.38011980056763,399,1,1,0,0,0,0,0,0,961
"2788",32,48,1,1,0,1,1,0,1,6,1,6.46147012710571,399,2,0,1,0,0,0,0,0,1024
"2789",33,48,1,1,0,1,1,0,1,6,1,6.54822015762329,399,3,0,0,1,0,0,0,0,1089
"2790",34,47,1,1,0,1,1,0,1,6,1,6.67329978942871,399,4,0,0,0,1,0,0,0,1156
"2791",35,47,1,1,0,1,1,0,1,6,1,6.77194023132324,399,5,0,0,0,0,1,0,0,1225
"2792",36,39,1,1,0,1,1,0,1,6,1,6.89467000961304,399,6,0,0,0,0,0,1,0,1296
"2793",37,47,1,1,0,1,1,0,1,6,1,6.95655012130737,399,7,0,0,0,0,0,0,1,1369
"2794",13,28,1,1,0,1,1,0,1,10,0,6.50876998901367,400,1,1,0,0,0,0,0,0,169
"2795",14,50,1,1,0,1,1,0,1,10,0,6.60259008407593,400,2,0,1,0,0,0,0,0,196
"2796",15,48,1,1,0,1,1,0,1,10,0,6.69331979751587,400,3,0,0,1,0,0,0,0,225
"2797",16,49,1,1,0,1,1,0,1,10,0,6.75343990325928,400,4,0,0,0,1,0,0,0,256
"2798",17,46,1,1,0,1,1,0,1,10,0,6.80128002166748,400,5,0,0,0,0,1,0,0,289
"2799",18,33,0,0,0,1,1,0,1,10,0,6.95558977127075,400,6,0,0,0,0,0,1,0,324
"2800",19,51,1,1,0,1,1,0,1,10,0,7.03351020812988,400,7,0,0,0,0,0,0,1,361
"2801",7,49,1,0,0,1,0,0,1,12,0,6.5861701965332,401,1,1,0,0,0,0,0,0,49
"2802",8,42,1,0,0,1,0,0,1,12,0,6.68586015701294,401,2,0,1,0,0,0,0,0,64
"2803",9,28,1,0,0,1,0,0,0,12,0,6.78559017181396,401,3,0,0,1,0,0,0,0,81
"2804",10,38,1,0,0,1,0,0,1,12,0,6.73339986801147,401,4,0,0,0,1,0,0,0,100
"2805",11,48,0,1,0,1,0,0,0,12,0,7.60090017318726,401,5,0,0,0,0,1,0,0,121
"2806",12,39,1,0,0,1,1,0,0,12,0,7.18311023712158,401,6,0,0,0,0,0,1,0,144
"2807",13,44,0,0,0,1,1,0,0,12,0,7.49554014205933,401,7,0,0,0,0,0,0,1,169
"2808",16,50,0,0,0,1,1,0,0,16,0,6.90574979782104,402,1,1,0,0,0,0,0,0,256
"2809",17,48,0,0,0,1,1,0,0,16,0,6.90574979782104,402,2,0,1,0,0,0,0,0,289
"2810",18,51,0,0,0,1,1,0,0,16,0,6.90776014328003,402,3,0,0,1,0,0,0,0,324
"2811",19,50,0,0,0,1,1,0,0,16,0,7.13089990615845,402,4,0,0,0,1,0,0,0,361
"2812",20,49,0,0,0,1,1,0,0,16,0,7.20785999298096,402,5,0,0,0,0,1,0,0,400
"2813",21,52,0,0,0,1,1,0,0,16,0,7.44658994674683,402,6,0,0,0,0,0,1,0,441
"2814",22,51,0,0,0,1,1,0,0,16,0,7.46737003326416,402,7,0,0,0,0,0,0,1,484
"2815",21,50,1,0,0,1,1,0,1,12,0,6.90574979782104,403,1,1,0,0,0,0,0,0,441
"2816",22,50,1,0,0,1,1,0,1,12,0,6.90574979782104,403,2,0,1,0,0,0,0,0,484
"2817",23,50,1,0,0,1,1,0,1,12,0,7.16626977920532,403,3,0,0,1,0,0,0,0,529
"2818",24,50,1,0,0,1,1,0,1,12,0,7.13089990615845,403,4,0,0,0,1,0,0,0,576
"2819",25,50,1,0,0,1,1,0,1,12,0,7.37775993347168,403,5,0,0,0,0,1,0,0,625
"2820",26,50,1,0,0,1,1,0,1,12,0,7.40853023529053,403,6,0,0,0,0,0,1,0,676
"2821",27,50,1,0,0,1,1,0,1,12,0,7.47591018676758,403,7,0,0,0,0,0,0,1,729
"2822",15,50,1,1,0,1,1,0,1,12,0,6.55108022689819,404,1,1,0,0,0,0,0,0,225
"2823",16,50,1,1,0,1,1,0,1,12,0,6.68460988998413,404,2,0,1,0,0,0,0,0,256
"2824",17,46,1,1,0,1,1,0,1,12,0,6.80239009857178,404,3,0,0,1,0,0,0,0,289
"2825",18,41,1,1,0,1,1,0,1,12,0,6.82436990737915,404,4,0,0,0,1,0,0,0,324
"2826",19,49,1,1,0,1,1,0,1,12,0,6.93244981765747,404,5,0,0,0,0,1,0,0,361
"2827",20,49,1,1,0,1,1,0,1,12,0,7.00306987762451,404,6,0,0,0,0,0,1,0,400
"2828",21,49,1,1,0,1,1,0,1,12,0,7.05185985565186,404,7,0,0,0,0,0,0,1,441
"2829",5,48,0,0,1,1,1,0,0,16,0,6.90574979782104,405,1,1,0,0,0,0,0,0,25
"2830",6,49,0,0,1,1,1,0,0,16,0,6.90574979782104,405,2,0,1,0,0,0,0,0,36
"2831",7,49,0,0,1,1,1,0,0,16,0,7.13089990615845,405,3,0,0,1,0,0,0,0,49
"2832",8,48,0,0,1,1,1,0,0,16,0,7.24422979354858,405,4,0,0,0,1,0,0,0,64
"2833",9,48,0,0,1,1,1,0,0,16,0,7.46737003326416,405,5,0,0,0,0,1,0,0,81
"2834",10,47,0,0,1,1,1,0,0,16,0,7.45007991790771,405,6,0,0,0,0,0,1,0,100
"2835",11,47,0,0,1,1,1,0,0,16,0,7.6496901512146,405,7,0,0,0,0,0,0,1,121
